roll_no,name,gender,city,department,semester,study_hours_per_day,sleep_hours,attendance_pct,prev_gpa,assignment_score,quiz_avg,lab_score,participation_score,stress_level,internet_hours,part_time_job,family_support,commute_hours,health_score,extracurricular,final_score,grade,final_gpa,outcome
STU-0139,Rabia Hussain,Female,Karachi,Med,3,6.8,8.2,82.6,3.32,73.1,52.8,88.5,4.4,8.0,2.5,0,6.8,1.5,9.1,0,40.1,F,0.0,Fail
STU-0140,Omar Khan,Female,Islamabad,Civil,7,7.0,9.6,87.9,3.29,85.2,80.4,91.9,5.2,2.5,4.6,1,8.1,1.2,8.6,0,73.9,B,3.0,Pass
STU-0141,Ahmed Chaudhry,Female,Quetta,CS,2,7.8,9.3,86.0,2.14,97.1,80.8,68.0,4.1,4.0,4.9,1,6.6,2.4,7.2,0,53.5,D,1.0,At-Risk
STU-0142,Imran Hassan,Male,Karachi,EE,7,5.9,9.8,91.0,2.51,68.4,75.7,89.9,6.0,4.4,5.1,0,6.8,2.0,8.8,1,45.9,F,0.0,Fail
STU-0143,Imran Ahmed,Female,Karachi,Civil,7,5.2,8.4,77.6,3.17,81.9,84.0,67.0,6.7,7.6,1.8,1,7.4,1.9,8.3,1,37.3,F,0.0,Fail
STU-0144,Ali Butt,Male,Lahore,BBA,1,5.4,6.8,67.7,2.25,68.2,68.3,94.1,6.2,5.5,3.3,0,7.9,2.3,6.7,1,20.9,F,0.0,Fail
STU-0145,Hina Sheikh,Male,Karachi,EE,1,3.8,7.7,90.5,3.13,87.4,88.8,98.1,5.2,3.5,6.0,0,8.4,1.1,5.5,1,57.5,D,1.0,At-Risk
STU-0146,Tariq Ahmed,Female,Islamabad,Mech,6,4.8,8.8,92.0,3.04,83.0,71.3,82.4,3.4,4.1,1.8,0,7.0,0.4,7.7,1,43.2,F,0.0,Fail
STU-0147,Hassan Khan,Male,Islamabad,Med,7,6.7,8.7,76.9,3.5,86.5,62.1,77.9,7.0,3.6,4.5,1,5.7,2.3,8.2,1,53.2,D,1.0,At-Risk
STU-0148,Usman Iqbal,Female,Lahore,Civil,2,8.9,6.5,89.6,3.38,81.1,53.6,72.1,2.4,3.9,3.4,0,6.8,0.8,8.5,1,78.1,B+,3.5,Pass
STU-0149,Imran Iqbal,Female,Islamabad,Med,2,8.7,9.3,96.5,3.5,66.7,52.8,78.1,8.4,1.5,3.1,0,4.3,1.4,6.9,0,98.7,A+,4.0,Pass
STU-0150,Bilal Sheikh,Male,Karachi,Med,6,8.7,7.5,72.5,2.46,74.6,92.3,70.6,5.7,1.2,6.7,1,8.7,0.2,5.6,0,54.2,D,1.0,At-Risk
STU-0151,Fatima Hassan,Female,Karachi,Mech,2,5.5,8.1,89.6,3.49,74.1,66.3,76.0,4.5,6.5,4.1,1,8.7,2.4,6.6,0,49.4,F,0.0,Fail
STU-0152,Maria Malik,Female,Lahore,Mech,1,6.0,8.9,95.5,3.77,89.9,66.1,54.7,3.4,7.1,3.3,1,9.2,1.1,6.9,0,53.7,D,1.0,At-Risk
STU-0153,Hina Butt,Male,Multan,Med,8,8.6,8.3,83.8,3.51,61.4,70.5,75.5,8.4,2.3,4.3,0,6.5,1.4,9.8,0,72.6,B,3.0,Pass
STU-0154,Amna Malik,Male,Peshawar,CS,8,9.4,8.0,91.3,3.08,96.1,69.6,57.3,6.8,2.1,5.8,1,7.1,1.3,6.5,1,86.5,A+,4.0,Pass
STU-0155,Fatima Khan,Male,Karachi,Mech,7,7.8,6.6,75.4,3.12,79.9,67.9,73.8,6.0,3.1,5.0,0,9.4,2.2,8.7,0,57.7,D,1.0,At-Risk
STU-0156,Zara Sheikh,Female,Karachi,Civil,1,4.2,8.9,98.2,3.32,78.7,63.1,70.1,5.1,3.0,4.4,1,5.5,0.7,8.2,0,36.2,F,0.0,Fail
STU-0157,Kamran Iqbal,Male,Lahore,Med,3,6.5,7.8,56.3,3.31,80.1,51.8,96.2,4.9,5.9,5.6,1,6.1,0.3,5.8,1,14.9,F,0.0,Fail
STU-0158,Kamran Hussain,Male,Lahore,CS,8,6.1,7.9,85.3,2.55,72.9,74.3,91.2,6.9,7.2,2.1,0,9.5,0.8,5.2,0,43.8,F,0.0,Fail
STU-0159,Ayesha Hussain,Female,Lahore,BBA,8,7.8,7.9,83.8,2.24,90.5,91.1,94.7,4.9,4.9,7.1,0,8.5,1.1,6.7,1,64.0,C,2.0,At-Risk
STU-0160,Omar Butt,Female,Quetta,Med,1,8.6,7.1,72.7,2.48,93.3,46.8,88.3,5.7,3.5,2.9,0,6.0,0.7,8.8,1,62.9,C,2.0,At-Risk
STU-0161,Faisal Butt,Male,Islamabad,CS,5,6.4,8.0,87.6,1.61,79.8,47.9,79.6,6.5,3.2,5.3,0,6.7,2.2,4.5,1,21.8,F,0.0,Fail
STU-0162,Tariq Hussain,Male,Karachi,Med,7,9.2,9.5,82.3,3.78,88.4,83.9,73.6,3.4,7.3,4.6,1,7.2,0.5,8.0,1,69.9,C+,2.5,At-Risk
STU-0163,Hassan Hassan,Female,Lahore,Civil,1,8.7,8.5,80.6,1.69,71.0,84.9,71.5,1.8,3.4,5.8,1,5.2,0.4,5.1,0,40.7,F,0.0,Fail
STU-0164,Tariq Ahmed,Male,Karachi,Med,8,8.9,8.2,91.3,3.36,62.5,83.6,63.6,5.9,5.0,4.8,1,3.9,0.6,7.2,0,67.1,C+,2.5,At-Risk
STU-0165,Zara Sheikh,Male,Karachi,Civil,1,4.2,8.6,79.2,3.51,62.1,78.9,81.9,4.1,5.8,6.9,1,6.9,0.9,6.8,1,0.0,F,0.0,Fail
STU-0166,Zara Butt,Female,Karachi,CS,6,7.4,8.0,91.8,3.69,74.8,72.2,72.5,4.8,7.7,3.7,0,6.1,0.5,6.9,0,56.4,D,1.0,At-Risk
STU-0167,Ayesha Khan,Female,Islamabad,BBA,2,3.5,9.5,89.8,2.85,73.3,40.9,77.3,9.5,3.1,2.1,1,7.7,1.1,8.1,0,38.4,F,0.0,Fail
STU-0168,Ayesha Iqbal,Male,Multan,Med,2,5.5,8.8,81.5,2.24,85.3,89.7,84.1,8.3,2.1,4.4,0,7.0,0.9,9.3,0,66.4,C+,2.5,At-Risk
STU-0169,Maria Khan,Female,Lahore,Med,7,9.0,5.7,71.8,3.71,68.8,87.2,87.6,2.5,2.5,3.0,0,4.8,1.6,4.3,0,74.2,B,3.0,Pass
STU-0170,Rabia Ahmed,Female,Multan,BBA,6,4.6,9.7,94.6,3.39,93.0,70.3,81.0,6.8,3.2,3.1,1,8.6,1.4,2.7,1,62.2,C,2.0,At-Risk
STU-0171,Usman Hussain,Male,Karachi,Civil,7,4.2,8.3,81.7,3.43,66.3,85.9,70.8,6.9,5.8,7.0,0,6.2,1.4,7.0,0,23.7,F,0.0,Fail
STU-0172,Imran Chaudhry,Male,Islamabad,Civil,6,8.2,6.4,95.3,2.06,90.1,91.3,62.3,4.7,1.6,3.2,1,4.3,1.1,7.9,0,68.7,C+,2.5,At-Risk
STU-0173,Usman Iqbal,Female,Peshawar,Med,2,5.7,5.1,92.3,2.15,83.3,94.8,63.3,4.7,1.9,5.8,1,7.8,1.3,9.6,1,45.3,F,0.0,Fail
STU-0174,Ayesha Iqbal,Male,Lahore,BBA,1,4.7,6.4,79.1,3.05,84.8,86.6,84.3,6.4,4.5,3.0,0,7.8,2.2,5.1,1,40.8,F,0.0,Fail
STU-0175,Usman Butt,Female,Islamabad,BBA,8,5.4,8.4,85.2,2.74,56.4,78.5,72.8,4.2,5.3,2.0,0,8.4,1.2,7.1,1,38.4,F,0.0,Fail
STU-0176,Tariq Hussain,Male,Lahore,Mech,8,8.6,7.1,94.3,3.49,88.3,73.4,72.1,4.4,5.7,4.7,1,9.6,1.8,8.0,0,74.4,B,3.0,Pass
STU-0177,Nadia Butt,Female,Peshawar,EE,6,4.1,9.8,90.3,3.76,87.3,83.2,72.9,5.4,2.4,5.0,0,8.3,1.3,8.6,0,61.5,C,2.0,At-Risk
STU-0178,Faisal Sheikh,Male,Quetta,EE,3,8.9,9.1,79.5,3.02,84.7,76.7,68.8,4.3,4.4,2.2,1,7.6,0.3,9.8,1,74.4,B,3.0,Pass
STU-0179,Rabia Chaudhry,Male,Karachi,Mech,6,8.8,8.4,83.0,2.61,87.2,55.0,80.2,4.9,2.8,2.3,1,4.9,1.0,5.9,0,64.3,C,2.0,At-Risk
STU-0180,Kamran Iqbal,Male,Islamabad,Med,7,6.3,7.9,93.3,3.73,79.9,87.4,70.1,6.0,1.9,1.9,1,8.5,1.4,6.3,0,76.7,B+,3.5,Pass
STU-0181,Bilal Butt,Female,Lahore,BBA,3,5.3,6.0,89.4,2.63,96.0,53.3,91.4,2.4,4.3,4.0,0,7.8,1.6,5.1,0,31.7,F,0.0,Fail
STU-0182,Ali Sheikh,Female,Karachi,Civil,6,4.6,8.3,87.6,3.7,71.3,73.3,95.7,2.7,1.7,3.1,0,7.7,0.6,9.5,0,55.7,D,1.0,At-Risk
STU-0183,Rabia Iqbal,Male,Peshawar,Civil,7,9.6,8.4,76.8,3.77,58.4,43.4,81.1,4.7,5.0,3.9,0,6.4,3.0,7.5,1,71.1,B,3.0,Pass
STU-0184,Hina Chaudhry,Female,Peshawar,Mech,3,4.7,8.2,93.1,2.5,92.9,60.9,69.8,2.4,4.2,2.7,1,8.9,0.4,7.5,1,38.6,F,0.0,Fail
STU-0185,Faisal Ali,Male,Lahore,Civil,4,4.1,9.1,96.5,2.14,65.5,66.6,64.6,5.1,3.9,4.9,0,6.9,2.0,8.6,1,11.3,F,0.0,Fail
STU-0186,Faisal Hassan,Male,Lahore,EE,6,6.8,7.0,98.4,2.2,86.8,49.2,66.1,4.7,1.9,3.9,0,7.7,2.1,6.7,0,46.7,F,0.0,Fail
STU-0187,Sara Hussain,Male,Karachi,CS,8,9.3,6.6,91.9,3.89,95.2,83.7,67.2,5.4,6.9,5.5,1,5.3,1.5,8.6,0,77.2,B+,3.5,Pass
STU-0188,Sara Malik,Female,Quetta,BBA,1,8.9,5.4,83.0,2.43,68.0,63.1,94.9,6.1,2.0,7.2,1,9.5,0.1,8.2,0,72.6,B,3.0,Pass
STU-0189,Ayesha Ahmed,Male,Multan,EE,4,4.2,8.7,78.1,3.06,77.4,56.4,68.5,6.5,3.6,4.8,0,4.5,1.8,7.4,1,20.7,F,0.0,Fail
STU-0190,Kamran Sheikh,Female,Peshawar,BBA,4,6.0,8.0,63.8,3.17,90.4,66.5,86.4,7.0,5.9,3.7,0,9.2,0.9,8.7,0,44.1,F,0.0,Fail
STU-0191,Hina Ali,Male,Lahore,Med,1,2.8,9.3,77.8,1.95,93.3,65.9,85.1,2.9,3.7,4.2,1,6.6,0.5,5.9,1,0.0,F,0.0,Fail
STU-0192,Hassan Malik,Female,Lahore,CS,4,4.2,9.3,95.3,3.61,72.7,45.3,86.2,3.0,2.4,4.5,1,5.9,1.6,9.6,0,54.9,D,1.0,At-Risk
STU-0193,Bilal Iqbal,Male,Multan,BBA,2,6.9,8.2,80.1,3.12,76.0,74.8,89.6,4.5,2.2,6.1,0,8.9,1.8,6.8,0,72.8,B,3.0,Pass
STU-0194,Tariq Ali,Male,Karachi,Mech,5,6.8,8.9,89.3,2.91,81.4,92.1,67.7,2.7,4.9,5.6,0,5.3,1.4,7.9,0,56.0,D,1.0,At-Risk
STU-0195,Zara Chaudhry,Female,Islamabad,Civil,7,2.6,7.3,83.0,2.57,95.5,87.2,92.6,4.4,4.8,3.2,0,7.9,0.9,5.2,1,22.5,F,0.0,Fail
STU-0196,Sara Ahmed,Female,Multan,Mech,7,6.8,8.8,92.2,3.21,74.5,76.6,92.3,4.5,4.2,6.9,1,8.2,1.1,8.7,1,47.7,F,0.0,Fail
STU-0197,Sara Malik,Male,Quetta,CS,8,4.8,5.9,73.9,2.45,86.7,64.7,83.1,6.5,5.2,3.9,1,9.2,1.5,9.8,1,16.9,F,0.0,Fail
STU-0198,Bilal Butt,Female,Karachi,Mech,8,4.0,9.7,88.7,4.0,81.0,61.8,92.7,6.7,3.8,4.1,0,9.3,0.7,8.7,1,51.9,D,1.0,At-Risk
STU-0199,Sara Chaudhry,Male,Karachi,Mech,1,6.5,9.8,93.5,2.93,82.4,88.6,77.2,4.9,3.1,4.7,0,8.9,0.7,8.0,1,65.2,C+,2.5,At-Risk
STU-0200,Rabia Ahmed,Male,Karachi,BBA,5,6.3,8.3,75.7,2.9,73.4,77.7,69.4,6.2,3.6,4.3,0,8.5,0.5,5.0,0,41.3,F,0.0,Fail
STU-0201,Maria Hussain,Female,Lahore,Civil,1,9.4,8.3,76.3,2.8,87.3,92.3,80.9,5.1,3.8,7.6,0,3.8,0.6,3.3,0,67.5,C+,2.5,At-Risk
STU-0202,Fatima Sheikh,Female,Islamabad,EE,7,6.2,7.0,89.3,3.13,82.5,76.9,90.2,4.8,3.8,2.2,0,8.9,1.1,7.5,1,69.8,C+,2.5,At-Risk
STU-0203,Amna Khan,Female,Karachi,CS,4,4.7,8.6,95.3,2.78,86.0,83.3,78.2,5.6,2.4,4.6,0,8.2,0.5,6.8,1,62.0,C,2.0,At-Risk
STU-0204,Zara Ali,Male,Lahore,Mech,4,8.0,8.6,80.7,2.59,76.3,45.7,56.6,2.5,6.7,4.9,0,5.8,0.8,4.0,1,36.6,F,0.0,Fail
STU-0205,Kamran Iqbal,Male,Karachi,Med,2,6.5,7.8,92.9,3.73,64.5,66.1,98.1,5.8,2.2,7.8,0,2.6,0.6,7.1,1,60.9,C,2.0,At-Risk
STU-0206,Hina Iqbal,Female,Multan,BBA,1,7.8,9.1,86.0,3.27,81.8,60.3,84.4,5.7,2.3,2.6,1,5.9,0.8,7.0,1,62.3,C,2.0,At-Risk
STU-0207,Hassan Sheikh,Female,Peshawar,EE,2,5.5,9.6,76.2,2.33,93.5,82.1,76.3,7.5,1.6,1.8,0,6.9,1.0,7.5,0,45.5,F,0.0,Fail
STU-0208,Sara Khan,Female,Karachi,Mech,4,8.0,7.7,99.1,3.55,96.6,89.8,72.6,7.1,5.2,1.8,0,8.4,2.1,9.5,0,85.4,A+,4.0,Pass
STU-0209,Kamran Butt,Male,Karachi,CS,8,3.4,8.1,85.1,3.45,77.7,59.8,80.6,4.6,2.8,3.4,1,5.8,0.5,7.9,1,39.4,F,0.0,Fail
STU-0210,Maria Chaudhry,Male,Islamabad,EE,6,7.3,9.6,97.5,2.16,47.0,65.3,87.7,7.3,6.1,3.1,1,5.1,1.3,8.3,0,29.1,F,0.0,Fail
STU-0211,Fatima Khan,Male,Lahore,Mech,6,6.2,5.9,97.7,3.0,82.2,57.3,75.4,8.4,5.8,4.6,0,5.7,2.0,7.9,0,29.9,F,0.0,Fail
STU-0212,Imran Ahmed,Female,Karachi,BBA,7,3.6,8.9,92.7,3.42,97.6,84.4,74.3,5.9,4.3,5.4,1,9.3,0.0,7.8,0,55.7,D,1.0,At-Risk
STU-0213,Hassan Malik,Female,Lahore,Civil,5,6.2,9.0,94.3,3.39,78.1,90.2,75.5,3.8,3.5,2.9,0,5.1,1.1,3.0,0,57.8,D,1.0,At-Risk
STU-0214,Tariq Hussain,Female,Karachi,Civil,4,3.0,8.8,76.6,1.98,82.5,61.1,61.2,4.2,3.9,3.9,1,7.6,1.5,7.3,1,0.0,F,0.0,Fail
STU-0215,Ali Ali,Male,Karachi,Mech,3,6.2,8.3,80.4,2.97,72.5,40.2,74.9,4.2,4.2,1.5,0,4.6,0.7,8.3,1,39.3,F,0.0,Fail
STU-0216,Amna Iqbal,Male,Islamabad,Mech,3,7.2,8.6,64.7,3.17,65.0,57.2,52.8,2.4,3.7,5.7,1,9.8,1.1,7.7,0,18.4,F,0.0,Fail
STU-0217,Amna Malik,Female,Lahore,EE,2,8.4,7.1,79.1,3.72,53.5,89.2,84.3,4.1,2.9,5.5,0,6.4,2.2,5.4,0,78.3,B+,3.5,Pass
STU-0218,Hina Iqbal,Male,Lahore,CS,6,7.6,8.5,83.6,3.36,61.8,53.6,87.8,7.4,5.2,5.3,0,7.4,0.2,6.7,1,57.4,D,1.0,At-Risk
STU-0219,Zara Sheikh,Female,Islamabad,Mech,1,5.5,8.7,93.3,3.5,92.6,63.0,56.4,8.3,3.1,5.9,1,8.7,1.4,9.1,0,44.3,F,0.0,Fail
STU-0220,Bilal Iqbal,Male,Karachi,Civil,4,5.8,8.0,90.1,3.11,96.6,80.0,63.5,4.0,3.9,4.8,1,5.8,0.4,8.4,0,61.2,C,2.0,At-Risk
STU-0221,Kamran Chaudhry,Female,Peshawar,EE,1,3.4,8.0,95.7,2.09,79.6,81.5,84.4,6.5,5.9,2.9,1,8.5,0.3,7.4,0,28.0,F,0.0,Fail
STU-0222,Bilal Malik,Female,Karachi,Civil,5,6.0,8.7,80.1,2.99,69.0,71.4,70.4,4.7,7.1,2.1,1,5.3,1.4,5.4,0,8.3,F,0.0,Fail
STU-0223,Nadia Butt,Male,Islamabad,BBA,8,7.0,9.8,81.4,3.5,86.6,43.6,73.2,4.2,3.5,4.7,1,6.2,1.5,7.4,1,40.4,F,0.0,Fail
STU-0224,Maria Hussain,Male,Lahore,EE,8,8.8,9.6,76.6,2.75,72.3,86.1,62.8,3.6,3.8,3.9,0,6.3,1.5,7.5,0,75.2,B+,3.5,Pass
STU-0225,Imran Sheikh,Male,Karachi,BBA,5,6.5,9.7,78.6,3.11,91.1,70.3,70.7,6.8,3.9,3.3,1,5.6,1.4,6.6,1,48.7,F,0.0,Fail
STU-0226,Zara Malik,Male,Lahore,Mech,3,4.8,7.7,86.6,3.54,87.3,77.1,72.8,5.6,5.8,3.8,0,6.7,1.4,9.0,1,41.2,F,0.0,Fail
STU-0227,Bilal Hassan,Female,Karachi,EE,1,7.2,8.2,91.4,2.86,52.7,48.5,63.8,5.6,2.6,5.9,0,5.6,0.4,6.7,0,50.8,D,1.0,At-Risk
STU-0228,Hassan Hassan,Male,Lahore,Med,8,6.0,6.5,86.2,3.06,88.7,84.7,78.5,5.0,2.9,3.3,0,4.3,3.4,6.6,1,63.3,C,2.0,At-Risk
STU-0229,Imran Butt,Female,Karachi,Med,4,7.9,7.4,81.1,1.89,85.5,63.1,88.6,6.8,6.3,5.7,1,6.4,1.3,5.0,1,20.3,F,0.0,Fail
STU-0230,Ali Khan,Male,Islamabad,CS,6,5.7,8.4,85.7,3.94,81.4,78.5,80.5,6.0,4.6,2.0,0,8.9,1.4,5.5,0,72.9,B,3.0,Pass
STU-0231,Usman Sheikh,Male,Peshawar,Mech,7,6.3,8.9,88.0,1.65,72.6,70.3,74.4,3.4,5.1,5.0,0,4.7,2.6,4.7,1,21.9,F,0.0,Fail
STU-0232,Sana Malik,Female,Lahore,Civil,3,5.9,7.3,81.8,2.83,68.0,92.4,75.2,1.6,3.1,6.3,1,9.0,0.7,4.0,0,21.4,F,0.0,Fail
STU-0233,Zara Ali,Male,Lahore,CS,5,6.6,7.5,74.0,1.6,88.5,55.0,85.1,5.1,3.3,2.4,1,9.5,2.7,8.9,1,25.0,F,0.0,Fail
STU-0234,Amna Hussain,Male,Multan,Civil,4,6.2,8.5,61.7,3.28,76.0,93.2,60.2,6.2,3.0,2.3,0,8.2,1.0,7.2,0,42.3,F,0.0,Fail
STU-0235,Faisal Malik,Male,Karachi,CS,4,7.4,7.7,79.2,3.73,96.2,70.9,90.9,4.3,2.3,3.0,0,4.7,1.5,5.6,0,72.0,B,3.0,Pass
STU-0236,Faisal Hassan,Male,Karachi,Med,1,3.4,7.2,93.5,3.45,85.5,57.9,83.3,5.4,2.8,6.6,0,7.5,2.8,6.3,0,40.3,F,0.0,Fail
STU-0237,Ali Ali,Female,Islamabad,EE,6,6.0,8.9,80.1,3.17,62.2,44.7,91.1,4.0,3.1,3.2,1,6.3,1.5,7.4,1,38.5,F,0.0,Fail
STU-0238,Usman Khan,Female,Karachi,Med,2,6.4,8.3,81.6,3.7,92.6,80.1,76.2,3.4,6.6,4.8,1,6.7,1.9,9.2,1,46.8,F,0.0,Fail
STU-0239,Ahmed Malik,Female,Karachi,Med,5,9.3,8.2,79.6,3.48,92.5,95.3,86.5,4.7,2.5,3.9,1,7.3,0.8,6.7,0,92.4,A+,4.0,Pass
STU-0240,Hassan Khan,Male,Lahore,EE,8,8.2,9.0,84.3,2.67,80.4,95.4,81.1,6.1,4.8,3.6,0,9.8,0.3,9.2,1,65.4,C+,2.5,At-Risk
STU-0241,Imran Hassan,Male,Karachi,Civil,8,5.9,7.2,88.1,3.96,83.1,87.6,73.5,2.4,5.3,6.5,1,7.8,0.3,6.8,0,45.9,F,0.0,Fail
STU-0242,Sara Ali,Male,Quetta,EE,7,9.1,7.9,71.1,3.28,80.5,75.5,97.4,5.2,4.5,2.3,1,6.1,0.1,5.5,0,87.8,A+,4.0,Pass
STU-0243,Hina Hassan,Male,Lahore,Civil,8,6.9,7.9,82.1,2.76,72.4,46.8,88.1,7.7,3.3,5.1,1,7.6,1.1,2.0,1,43.8,F,0.0,Fail
STU-0244,Maria Malik,Male,Karachi,Civil,8,7.9,9.4,82.1,3.33,82.7,43.8,72.3,7.5,3.7,5.9,1,6.6,0.4,2.9,1,66.7,C+,2.5,At-Risk
STU-0245,Omar Chaudhry,Male,Karachi,EE,3,8.4,7.0,85.2,2.76,71.4,73.5,74.3,3.9,2.5,2.9,1,8.4,1.2,8.8,0,53.7,D,1.0,At-Risk
STU-0246,Maria Sheikh,Female,Islamabad,Mech,6,9.3,8.9,84.6,2.93,87.3,78.3,93.7,5.3,2.0,1.5,1,3.7,1.9,2.9,0,67.7,C+,2.5,At-Risk
STU-0247,Tariq Butt,Male,Islamabad,EE,1,6.7,7.7,90.1,3.88,86.8,86.3,76.8,3.7,3.2,1.9,0,5.9,0.4,7.3,0,73.6,B,3.0,Pass
STU-0248,Ahmed Ahmed,Female,Karachi,EE,2,9.0,9.6,91.4,2.44,74.9,80.1,56.3,7.6,1.5,3.0,1,6.7,2.2,7.4,0,72.7,B,3.0,Pass
STU-0249,Maria Sheikh,Female,Karachi,EE,1,4.8,7.0,97.5,2.83,77.5,68.5,79.2,6.0,4.2,2.0,0,7.2,1.0,7.0,1,60.4,C,2.0,At-Risk
STU-0250,Maria Ahmed,Female,Multan,EE,3,8.3,8.3,82.3,3.89,88.5,94.9,81.5,7.1,4.4,6.8,0,6.5,0.7,7.1,0,94.8,A+,4.0,Pass
STU-0251,Ayesha Hassan,Female,Peshawar,BBA,1,7.2,6.9,89.7,2.1,90.2,79.5,54.0,4.5,1.3,6.2,0,4.9,0.5,8.3,0,47.7,F,0.0,Fail
STU-0252,Ali Ahmed,Male,Karachi,Mech,6,7.2,9.5,78.8,2.86,79.0,48.7,85.0,5.7,6.2,2.1,1,6.6,0.8,6.3,0,45.9,F,0.0,Fail
STU-0253,Ali Malik,Female,Islamabad,Civil,2,5.5,6.0,82.3,2.27,76.4,95.3,82.3,3.6,4.6,6.0,0,8.7,0.2,7.3,0,46.0,F,0.0,Fail
STU-0254,Imran Hussain,Male,Karachi,Mech,7,9.0,9.5,76.5,3.52,95.0,78.1,78.1,6.6,3.9,5.2,0,6.6,1.8,8.8,1,82.4,A,4.0,Pass
STU-0255,Hassan Iqbal,Male,Lahore,BBA,6,7.7,7.9,92.7,2.6,88.8,48.2,79.7,3.2,5.4,5.4,0,8.3,1.0,6.8,1,66.1,C+,2.5,At-Risk
STU-0256,Tariq Iqbal,Male,Islamabad,Civil,7,7.2,8.5,95.9,2.21,78.7,80.0,59.8,4.7,5.3,3.2,0,2.7,0.8,7.4,0,47.2,F,0.0,Fail
STU-0257,Imran Khan,Female,Lahore,Civil,6,6.3,7.7,88.6,2.79,75.7,67.5,90.3,8.9,3.6,3.0,0,4.8,1.0,6.9,0,69.6,C+,2.5,At-Risk
STU-0258,Usman Sheikh,Male,Islamabad,BBA,2,2.9,5.8,86.6,2.35,89.0,44.5,92.0,8.7,3.7,2.0,1,4.9,2.2,5.1,0,8.6,F,0.0,Fail
STU-0259,Zara Malik,Female,Lahore,BBA,2,8.4,7.8,62.9,2.48,90.7,54.9,79.0,7.2,5.0,4.3,1,5.9,1.7,8.0,1,53.6,D,1.0,At-Risk
STU-0260,Imran Khan,Female,Multan,Mech,8,4.3,8.3,92.1,2.08,90.2,98.8,93.8,4.5,1.3,1.8,0,5.4,0.7,8.1,1,57.1,D,1.0,At-Risk
STU-0261,Kamran Khan,Female,Karachi,Civil,6,8.7,5.9,77.0,2.68,87.5,86.7,90.7,4.0,3.0,4.9,0,4.5,1.4,9.4,0,70.5,B,3.0,Pass
STU-0262,Maria Chaudhry,Female,Multan,Med,7,8.4,8.9,97.3,1.83,95.5,63.2,63.2,6.7,4.5,3.2,1,7.3,2.3,9.4,1,62.1,C,2.0,At-Risk
STU-0263,Ali Malik,Male,Islamabad,EE,8,7.5,9.5,79.2,3.41,80.9,75.0,95.9,8.0,4.3,5.7,0,6.6,0.3,8.5,1,84.2,A,4.0,Pass
STU-0264,Hina Iqbal,Female,Peshawar,Civil,7,4.4,9.4,86.7,2.89,69.2,43.6,66.6,4.1,3.9,5.6,0,7.3,2.0,5.0,1,10.7,F,0.0,Fail
STU-0265,Omar Hassan,Female,Multan,Med,7,4.1,6.2,91.0,3.66,66.8,50.1,90.1,4.2,5.1,4.3,1,9.7,0.9,6.8,0,26.3,F,0.0,Fail
STU-0266,Faisal Ali,Male,Islamabad,Med,6,6.9,7.6,92.2,3.85,71.4,42.4,88.4,7.0,6.0,4.1,0,8.0,2.6,9.4,1,71.4,B,3.0,Pass
STU-0267,Sana Malik,Male,Islamabad,BBA,8,7.1,8.4,95.2,3.67,91.2,51.5,94.3,5.6,3.9,3.9,1,7.0,1.0,8.9,1,72.7,B,3.0,Pass
STU-0268,Usman Hassan,Male,Karachi,CS,6,3.0,8.4,80.9,3.51,85.2,87.4,83.6,4.1,4.2,5.1,1,5.2,0.2,5.0,1,32.3,F,0.0,Fail
STU-0269,Hassan Hassan,Male,Karachi,BBA,3,6.7,8.3,86.8,3.08,96.5,71.0,99.1,2.9,6.0,6.4,0,4.0,2.2,7.0,0,50.1,D,1.0,At-Risk
STU-0270,Sana Hussain,Female,Peshawar,Med,4,3.4,6.1,81.9,3.0,90.2,66.1,65.8,3.5,5.7,4.2,1,4.8,1.4,6.7,0,0.0,F,0.0,Fail
STU-0271,Zara Chaudhry,Male,Lahore,Mech,3,5.3,7.5,70.4,3.22,88.6,71.6,85.8,6.6,1.8,1.7,0,7.2,1.0,6.9,0,43.4,F,0.0,Fail
STU-0272,Imran Khan,Male,Islamabad,Mech,8,6.9,6.9,93.7,3.69,87.1,74.8,87.9,3.8,2.0,3.5,0,8.0,2.6,5.8,0,85.9,A+,4.0,Pass
STU-0273,Sara Hussain,Female,Karachi,BBA,7,3.4,4.9,98.1,3.68,92.1,46.4,96.2,6.7,2.4,4.3,0,7.6,1.0,4.0,1,57.3,D,1.0,At-Risk
STU-0274,Zara Ahmed,Female,Peshawar,Med,4,4.4,9.2,95.2,3.64,62.5,45.7,75.1,4.4,2.1,2.5,0,8.5,0.6,6.5,1,55.5,D,1.0,At-Risk
STU-0275,Kamran Hussain,Male,Karachi,Med,1,5.7,7.5,90.7,3.25,98.3,67.8,85.4,4.2,2.9,4.2,0,9.8,0.3,7.8,1,69.9,C+,2.5,At-Risk
STU-0276,Usman Chaudhry,Male,Peshawar,Med,7,7.0,9.6,71.3,3.7,67.5,82.5,81.5,3.4,5.3,5.1,0,3.8,1.4,8.3,0,47.4,F,0.0,Fail
STU-0277,Amna Iqbal,Male,Peshawar,CS,1,6.1,9.3,73.1,3.87,90.4,77.7,92.6,7.2,3.5,2.7,0,7.3,0.9,6.6,1,74.7,B,3.0,Pass
